mode,variant,sample_index,delivery_milliseconds
disk-wal,buffering-proxy-auto-detection,48,19.000000
disk-wal,buffering-proxy-auto-detection,49,21.200000
disk-wal,buffering-proxy-auto-detection,50,19.900000
disk-wal,buffering-proxy-auto-detection,51,17.800000
disk-wal,buffering-proxy-auto-detection,52,21.300000
disk-wal,buffering-proxy-auto-detection,53,20.800000
disk-wal,buffering-proxy-auto-detection,54,19.000000
disk-wal,buffering-proxy-auto-detection,55,19.200000
disk-wal,buffering-proxy-auto-detection,56,20.700000
disk-wal,buffering-proxy-auto-detection,57,19.800000
disk-wal,buffering-proxy-auto-detection,58,19.300000
disk-wal,buffering-proxy-auto-detection,59,20.600000
disk-wal,buffering-proxy-auto-detection,60,20.800000
disk-wal,buffering-proxy-auto-detection,61,19.000000
disk-wal,buffering-proxy-auto-detection,62,22.600000
disk-wal,buffering-proxy-auto-detection,63,19.400000
disk-wal,buffering-proxy-auto-detection,64,20.700000
disk-wal,buffering-proxy-auto-detection,65,19.400000
disk-wal,buffering-proxy-auto-detection,66,19.200000
disk-wal,buffering-proxy-auto-detection,67,20.000000
disk-wal,buffering-proxy-auto-detection,68,19.600000
disk-wal,buffering-proxy-auto-detection,69,20.200000
disk-wal,buffering-proxy-auto-detection,70,20.800000
disk-wal,buffering-proxy-auto-detection,71,20.500000
disk-wal,buffering-proxy-auto-detection,72,20.000000
disk-wal,buffering-proxy-auto-detection,73,19.700000
disk-wal,buffering-proxy-auto-detection,74,20.800000
disk-wal,buffering-proxy-auto-detection,75,19.300000
disk-wal,buffering-proxy-auto-detection,76,20.100000
disk-wal,buffering-proxy-auto-detection,77,23.000000
disk-wal,buffering-proxy-auto-detection,78,18.100000
disk-wal,buffering-proxy-auto-detection,79,18.800000
disk-wal,buffering-proxy-auto-detection,80,20.700000
disk-wal,buffering-proxy-auto-detection,81,19.900000
disk-wal,buffering-proxy-auto-detection,82,18.600000
disk-wal,buffering-proxy-auto-detection,83,21.000000
disk-wal,buffering-proxy-auto-detection,84,19.500000
disk-wal,buffering-proxy-auto-detection,85,20.200000
disk-wal,buffering-proxy-auto-detection,86,20.500000
disk-wal,buffering-proxy-auto-detection,87,19.000000
disk-wal,buffering-proxy-auto-detection,88,20.700000
disk-wal,buffering-proxy-auto-detection,89,18.800000
disk-wal,buffering-proxy-auto-detection,90,21.000000
disk-wal,buffering-proxy-auto-detection,91,18.900000
disk-wal,buffering-proxy-auto-detection,92,21.800000
disk-wal,buffering-proxy-auto-detection,93,19.100000
disk-wal,buffering-proxy-auto-detection,94,19.500000
disk-wal,buffering-proxy-auto-detection,95,21.600000
disk-wal,buffering-proxy-auto-detection,96,18.700000
disk-wal,buffering-proxy-auto-detection,97,20.600000
disk-wal,buffering-proxy-auto-detection,98,19.200000
disk-wal,buffering-proxy-auto-detection,99,19.300000
disk-wal,buffering-proxy-auto-detection,100,16.600000
