mode,variant,sample_index,delivery_milliseconds
disk-wal,buffering-proxy-auto-detection,27,24.700000
disk-wal,buffering-proxy-auto-detection,28,22.200000
disk-wal,buffering-proxy-auto-detection,29,18.700000
disk-wal,buffering-proxy-auto-detection,30,19.300000
disk-wal,buffering-proxy-auto-detection,31,22.500000
disk-wal,buffering-proxy-auto-detection,32,19.100000
disk-wal,buffering-proxy-auto-detection,33,19.400000
disk-wal,buffering-proxy-auto-detection,34,20.000000
disk-wal,buffering-proxy-auto-detection,35,18.700000
disk-wal,buffering-proxy-auto-detection,36,12.400000
disk-wal,buffering-proxy-auto-detection,37,19.500000
disk-wal,buffering-proxy-auto-detection,38,18.500000
disk-wal,buffering-proxy-auto-detection,39,23.100000
disk-wal,buffering-proxy-auto-detection,40,16.700000
disk-wal,buffering-proxy-auto-detection,41,19.700000
disk-wal,buffering-proxy-auto-detection,42,23.500000
disk-wal,buffering-proxy-auto-detection,43,17.800000
disk-wal,buffering-proxy-auto-detection,44,20.100000
disk-wal,buffering-proxy-auto-detection,45,18.700000
disk-wal,buffering-proxy-auto-detection,46,19.900000
disk-wal,buffering-proxy-auto-detection,47,20.400000
disk-wal,buffering-proxy-auto-detection,48,19.600000
disk-wal,buffering-proxy-auto-detection,49,21.500000
disk-wal,buffering-proxy-auto-detection,50,17.700000
disk-wal,buffering-proxy-auto-detection,51,12.900000
disk-wal,buffering-proxy-auto-detection,52,21.200000
disk-wal,buffering-proxy-auto-detection,53,17.200000
disk-wal,buffering-proxy-auto-detection,54,22.700000
disk-wal,buffering-proxy-auto-detection,55,18.700000
disk-wal,buffering-proxy-auto-detection,56,18.200000
disk-wal,buffering-proxy-auto-detection,57,11.800000
disk-wal,buffering-proxy-auto-detection,58,19.200000
disk-wal,buffering-proxy-auto-detection,59,19.900000
disk-wal,buffering-proxy-auto-detection,60,21.000000
disk-wal,buffering-proxy-auto-detection,61,21.400000
disk-wal,buffering-proxy-auto-detection,62,17.600000
disk-wal,buffering-proxy-auto-detection,63,21.000000
disk-wal,buffering-proxy-auto-detection,64,21.200000
disk-wal,buffering-proxy-auto-detection,65,19.100000
disk-wal,buffering-proxy-auto-detection,66,18.700000
disk-wal,buffering-proxy-auto-detection,67,20.500000
disk-wal,buffering-proxy-auto-detection,68,19.600000
disk-wal,buffering-proxy-auto-detection,69,20.400000
disk-wal,buffering-proxy-auto-detection,70,22.200000
disk-wal,buffering-proxy-auto-detection,71,17.500000
disk-wal,buffering-proxy-auto-detection,72,20.100000
disk-wal,buffering-proxy-auto-detection,73,21.000000
disk-wal,buffering-proxy-auto-detection,74,18.000000
disk-wal,buffering-proxy-auto-detection,75,20.800000
disk-wal,buffering-proxy-auto-detection,76,19.000000
disk-wal,buffering-proxy-auto-detection,77,19.800000
disk-wal,buffering-proxy-auto-detection,78,23.300000
disk-wal,buffering-proxy-auto-detection,79,19.800000
disk-wal,buffering-proxy-auto-detection,80,27.300000
disk-wal,buffering-proxy-auto-detection,81,20.500000
disk-wal,buffering-proxy-auto-detection,82,19.700000
disk-wal,buffering-proxy-auto-detection,83,22.300000
disk-wal,buffering-proxy-auto-detection,84,18.400000
disk-wal,buffering-proxy-auto-detection,85,20.200000
disk-wal,buffering-proxy-auto-detection,86,21.800000
disk-wal,buffering-proxy-auto-detection,87,20.600000
disk-wal,buffering-proxy-auto-detection,88,19.300000
disk-wal,buffering-proxy-auto-detection,89,20.000000
disk-wal,buffering-proxy-auto-detection,90,20.300000
disk-wal,buffering-proxy-auto-detection,91,19.300000
disk-wal,buffering-proxy-auto-detection,92,18.800000
disk-wal,buffering-proxy-auto-detection,93,17.800000
disk-wal,buffering-proxy-auto-detection,94,13.100000
disk-wal,buffering-proxy-auto-detection,95,17.400000
disk-wal,buffering-proxy-auto-detection,96,12.400000
disk-wal,buffering-proxy-auto-detection,97,20.200000
disk-wal,buffering-proxy-auto-detection,98,21.000000
disk-wal,buffering-proxy-auto-detection,99,20.000000
disk-wal,buffering-proxy-auto-detection,100,19.900000
